Task_ID,Task_Title,Task_Description,Category,Priority,Status,Project_Name,Module,Sprint,Story_Points,Created_Date,Due_Date,Estimated_Hours,Actual_Hours,Assigned_To,Environment,Severity,Labels,SLA_Hours,Completion_Status
TASK-13959,DevOps: Fix Reporting,One ok back what rise on relationship place yard which successful example music list continue through.,DevOps,Medium,Review,Mercury,Authentication,Sprint 20,13,2024-12-23,2025-01-22,26,24,EMP230,UAT,Minor,devops,48,No
TASK-13960,Testing: Implement Dashboard,Film also sea list old still scene cost that statement even serious letter energy.,Testing,Medium,Blocked,Titan,Notifications,Sprint 19,8,2026-07-02,2026-07-07,16,20,EMP215,UAT,Minor,testing,48,Yes
TASK-13961,Enhancement: Investigate ETL,Character option finally resource work happy itself month onto likely tend when soon.,Enhancement,Low,Completed,Phoenix,Notifications,Sprint 3,13,2026-06-26,2026-07-25,26,28,EMP218,UAT,Minor,enhancement,96,Yes
TASK-13962,Testing: Investigate Reporting,Design movement part adult present sometimes sell thank finally weight spend expect pull.,Testing,Low,Completed,Helios,Authentication,Sprint 6,5,2025-02-14,2025-03-12,10,15,EMP072,UAT,Minor,testing,96,No
TASK-13963,Support: Update Dashboard,Course might something effect meet agency prepare itself election outside occur she offer from cover because sport line forward still five.,Support,Medium,Blocked,Phoenix,Payments,Sprint 9,2,2024-08-22,2024-09-17,4,7,EMP168,Production,Minor,support,24,Yes
TASK-13964,Testing: Fix Reporting,Person go current ever garden arrive outside visit society particular response.,Testing,Medium,Open,Helios,Reporting,Sprint 18,2,2025-02-27,2025-03-19,4,8,EMP109,UAT,Minor,testing,24,No
TASK-13965,Documentation: Fix Database,Wall take young quite save light campaign indicate crime six.,Documentation,High,Review,Apollo,UI,Sprint 3,13,2025-06-11,2025-06-19,26,24,EMP170,Development,Major,documentation,48,No
TASK-13966,Feature: Update Notifications,Five finally garden court eat increase television painting yourself want anyone next least notice kid employee half rule statement exactly property.,Feature,Medium,Completed,Phoenix,Database,Sprint 4,5,2026-06-06,2026-06-25,10,9,EMP131,Development,Minor,feature,48,Yes
TASK-13967,Documentation: Fix Security,Material since term out better back throughout government sit debate high bar.,Documentation,Medium,Completed,Helios,Notifications,Sprint 21,2,2026-03-18,2026-03-28,4,8,EMP467,Production,Minor,documentation,24,Yes
TASK-13968,UI/UX: Investigate Authentication,Easy base former reach trial catch adult feeling begin oil early seem may professional bag question place close never reach field.,UI/UX,High,Testing,Phoenix,Reporting,Sprint 17,2,2026-03-07,2026-03-26,4,2,EMP231,Development,Major,ui-ux,48,Yes
TASK-13969,Testing: Fix Reporting,Create fish floor less red road can peace us personal let lawyer better.,Testing,Critical,In Progress,Nova,ETL,Sprint 24,5,2026-02-18,2026-03-07,10,13,EMP411,Development,Critical,testing,48,No
TASK-13970,Documentation: Investigate Dashboard,Red close suddenly likely lose others car fact note according less.,Documentation,High,Completed,Titan,Dashboard,Sprint 10,5,2026-05-15,2026-05-18,10,13,EMP396,Production,Major,documentation,48,No
TASK-13971,Support: Update UI,Discuss kind could tough stage provide wrong between mean interview store growth future other company pick close lawyer meet.,Support,Low,In Progress,Vertex,Payments,Sprint 14,13,2025-06-18,2025-06-29,26,31,EMP379,UAT,Minor,support,48,Yes
TASK-13972,Support: Fix Payments,Pick wide particular firm sing good teach drive worry safe put why form theory political reality back toward.,Support,Medium,In Progress,Helios,Notifications,Sprint 23,8,2025-04-08,2025-04-21,16,21,EMP448,UAT,Minor,support,72,No
TASK-13973,Bug: Investigate Notifications,Fall us leave face indeed experience wrong may board job she floor affect interview officer imagine thus him write.,Bug,Medium,In Progress,Titan,API,Sprint 5,5,2025-01-04,2025-01-07,10,8,EMP497,Production,Minor,bug,48,Yes
TASK-13974,Documentation: Fix Security,Save against well kitchen responsibility reach none about person home reason.,Documentation,Medium,Testing,Nova,API,Sprint 19,8,2025-11-05,2025-11-23,16,15,EMP405,Production,Minor,documentation,96,Yes
TASK-13975,Support: Fix Authentication,How rule case matter do experience song civil indeed enjoy start rate party professional.,Support,High,Review,Vertex,Database,Sprint 22,5,2026-04-18,2026-04-22,10,12,EMP165,Development,Major,support,72,Yes
TASK-13976,DevOps: Implement Security,Beat buy theory career indicate mean policy project yourself evidence never general long people painting beautiful left speech face PM meeting area play.,DevOps,Critical,Testing,Nova,Payments,Sprint 19,13,2026-03-03,2026-03-09,26,31,EMP102,UAT,Critical,devops,48,No
TASK-13977,Bug: Implement Notifications,Support hard around much one inside put talk physical research fish center civil follow cover often child.,Bug,High,Review,Nova,Database,Sprint 17,1,2025-04-23,2025-05-16,2,2,EMP103,UAT,Major,bug,72,Yes
TASK-13978,Bug: Update Database,Film into wish relationship ahead place today base kitchen yeah between worry enjoy church before stay as wrong few save office open.,Bug,Low,In Progress,Mercury,Authentication,Sprint 1,1,2026-02-18,2026-03-20,2,6,EMP275,UAT,Minor,bug,48,Yes
TASK-13979,Enhancement: Update ETL,Fear example ball reduce soldier you rule same no base significant few claim much.,Enhancement,Medium,Open,Vertex,Notifications,Sprint 6,5,2026-03-17,2026-04-16,10,11,EMP389,UAT,Minor,enhancement,96,Yes
TASK-13980,Documentation: Fix Payments,Black early box two white computer draw event off type never significant.,Documentation,Medium,Open,Helios,Authentication,Sprint 13,2,2026-03-17,2026-03-26,4,2,EMP168,Development,Minor,documentation,48,Yes
TASK-13981,Feature: Investigate Authentication,Certainly parent against section page long necessary eight cup state feeling medical.,Feature,Low,Completed,Apollo,ETL,Sprint 18,2,2024-12-08,2025-01-03,4,3,EMP184,Production,Minor,feature,72,Yes
TASK-13982,UI/UX: Implement Security,Foot nor trip ok occur number director future base either hit company know apply rich number take gas decision more method our.,UI/UX,Medium,Review,Mercury,Database,Sprint 11,2,2024-07-26,2024-08-01,4,8,EMP290,Development,Minor,ui-ux,72,Yes
TASK-13983,UI/UX: Investigate ETL,Benefit something example member step life me rather industry wall religious movement.,UI/UX,High,Open,Titan,Payments,Sprint 12,13,2025-04-18,2025-04-20,26,30,EMP250,Development,Major,ui-ux,24,Yes
TASK-13984,Bug: Investigate Reporting,Which leave base difference discuss rate many return family evening standard think modern story world return prove interest study after and safe example.,Bug,Critical,Completed,Apollo,Notifications,Sprint 15,1,2025-08-25,2025-09-04,2,6,EMP238,UAT,Critical,bug,48,Yes
TASK-13985,Enhancement: Update Security,Hear election person nearly change story marriage tree him cut training easy.,Enhancement,Medium,Blocked,Nova,UI,Sprint 9,13,2025-10-09,2025-10-30,26,24,EMP145,Production,Minor,enhancement,48,No
TASK-13986,Support: Improve ETL,Watch tend report study with real foot table once whom ask last fly address help sea leader religious another it newspaper eight society goal.,Support,High,Testing,Nova,Dashboard,Sprint 12,3,2025-05-10,2025-05-19,6,9,EMP137,Production,Major,support,72,Yes
TASK-13987,Data Engineering: Fix UI,Know Mr last fact share religious write stage almost sound both support what environment trade baby conference any move friend plant establish low consider.,Data Engineering,Critical,Blocked,Nova,Database,Sprint 11,1,2024-10-17,2024-11-11,2,1,EMP042,Production,Critical,data engineering,48,Yes
TASK-13988,Enhancement: Investigate Payments,Finish west office company medical my then lead culture how.,Enhancement,Critical,In Progress,Nova,ETL,Sprint 20,13,2026-06-27,2026-07-02,26,25,EMP131,Production,Critical,enhancement,24,Yes
TASK-13989,Enhancement: Update Authentication,Like sit movement well you central kid key fact attention help focus.,Enhancement,Medium,Open,Mercury,ETL,Sprint 9,2,2024-07-18,2024-07-28,4,7,EMP011,Development,Minor,enhancement,48,No
TASK-13990,Enhancement: Improve Notifications,Already kid simply deal someone mention computer happen hour region focus hard themselves her table produce.,Enhancement,High,In Progress,Atlas,Authentication,Sprint 5,5,2026-01-13,2026-01-17,10,10,EMP482,Production,Major,enhancement,96,Yes
TASK-13991,Testing: Implement Payments,Here than huge nearly believe radio make particular talk democratic serve painting across situation toward culture go anyone whole everything treatment knowledge.,Testing,Medium,Testing,Vertex,Security,Sprint 11,3,2025-03-28,2025-04-02,6,4,EMP104,UAT,Minor,testing,96,No
TASK-13992,Support: Fix Dashboard,Almost series country fly world person toward ready fine friend store develop themselves with.,Support,Medium,In Progress,Nova,Payments,Sprint 3,1,2026-02-08,2026-03-10,2,6,EMP367,Development,Minor,support,96,Yes
TASK-13993,Enhancement: Improve UI,Stop majority both positive worker blue determine president explain fact data under foot five paper lawyer artist best agent student over.,Enhancement,Medium,Testing,Apollo,Reporting,Sprint 8,13,2025-10-02,2025-10-18,26,31,EMP074,Development,Minor,enhancement,24,No
TASK-13994,UI/UX: Fix Authentication,And either water describe career prove far year help tough toward always analysis list create word eye image vote business sure among.,UI/UX,Low,Completed,Helios,Dashboard,Sprint 8,8,2025-02-25,2025-03-21,16,16,EMP034,UAT,Minor,ui-ux,96,No
TASK-13995,Documentation: Fix Payments,Technology material add very dog operation she billion else case but young.,Documentation,Low,In Progress,Mercury,Security,Sprint 14,5,2025-06-23,2025-07-12,10,10,EMP157,Production,Minor,documentation,96,No
TASK-13996,Data Engineering: Fix Reporting,Boy too country growth peace for edge probably west if cold attorney various amount wonder risk week federal mind decide sing.,Data Engineering,Low,Testing,Phoenix,Dashboard,Sprint 20,3,2025-10-24,2025-11-06,6,7,EMP118,Production,Minor,data engineering,96,Yes
TASK-13997,Enhancement: Investigate API,Employee feel should rate hospital current southern religious develop animal view ten provide.,Enhancement,Low,Review,Phoenix,UI,Sprint 8,3,2025-12-21,2026-01-07,6,11,EMP445,Production,Minor,enhancement,96,Yes
TASK-13998,Feature: Investigate Database,Guy military face grow new happy detail give teacher point politics under white public best though candidate first during always book again.,Feature,Critical,Testing,Titan,ETL,Sprint 23,5,2025-05-10,2025-05-28,10,14,EMP055,Development,Critical,feature,96,Yes
TASK-13999,Feature: Update Security,Leave attention space lot range tax carry edge prepare memory article number green cost.,Feature,Medium,Open,Nova,Reporting,Sprint 15,5,2024-07-20,2024-07-25,10,15,EMP481,UAT,Minor,feature,24,Yes
TASK-14000,Data Engineering: Investigate ETL,Blue success manager reason risk last discover four education house various second whose some step political base word sit record hair suffer Congress try.,Data Engineering,Medium,In Progress,Nova,ETL,Sprint 1,3,2024-12-07,2024-12-18,6,9,EMP118,Production,Minor,data engineering,24,Yes
TASK-14001,Feature: Implement ETL,Add away employee fly like military quite have like magazine so magazine message include chair sign.,Feature,Low,Open,Titan,Dashboard,Sprint 12,13,2024-09-17,2024-10-11,26,31,EMP254,Development,Minor,feature,96,No
TASK-14002,Bug: Improve Authentication,If woman reduce agreement themselves class fast sense manager now speech quite forget yet success know it indicate back section executive field anyone personal.,Bug,Medium,Testing,Nova,API,Sprint 13,13,2025-05-28,2025-05-30,26,25,EMP104,Production,Minor,bug,48,Yes
TASK-14003,Documentation: Implement ETL,Add year different tend everyone successful prepare best special low machine federal call.,Documentation,Low,Completed,Nova,Notifications,Sprint 19,1,2025-10-19,2025-10-29,2,5,EMP268,Production,Minor,documentation,72,No
TASK-14004,Documentation: Update Database,Traditional play ahead maybe strategy goal property increase foot carry first short energy best sometimes face race.,Documentation,Medium,Open,Mercury,Security,Sprint 19,2,2026-02-06,2026-02-22,4,2,EMP077,Production,Minor,documentation,24,Yes
TASK-14005,Feature: Implement Notifications,Inside provide style event sign huge particularly article all hospital set around rest think again during laugh continue star age fact meet color.,Feature,High,Testing,Atlas,Authentication,Sprint 24,5,2025-02-07,2025-02-19,10,15,EMP246,Production,Major,feature,72,Yes
TASK-14006,Security: Implement Reporting,Development machine rest between now wish certainly prepare peace statement important else wonder dinner choice both decide respond.,Security,High,Testing,Nova,Security,Sprint 13,1,2024-11-03,2024-11-27,2,3,EMP043,Production,Major,security,72,Yes
TASK-14007,Data Engineering: Update Reporting,Better million successful everything six dark practice court set hot war series visit us should manager key song none ball system method.,Data Engineering,Medium,In Progress,Apollo,ETL,Sprint 6,3,2026-03-07,2026-03-15,6,11,EMP319,UAT,Minor,data engineering,96,Yes
TASK-14008,UI/UX: Improve UI,Old stuff themselves north list take build product page course back.,UI/UX,Medium,Blocked,Phoenix,ETL,Sprint 24,3,2024-11-17,2024-12-06,6,7,EMP336,Development,Minor,ui-ux,96,No
